"","RT001","C001","RT002","C002","RT003","C003","RT004","C004","RT005","C005","RT006","C006","RT007","C007","RT008","C008","RT009","C009","RT010","C010","RT011","C011","RT012","C012","RT013","C013","RT014","C014","RT015","C015","RT016","C016","RT017","C017","RT018","C018","RT019","C019","RT020","C020","RT021","C021","RT022","C022","RT023","C023","RT024","C024","RT025","C025","RT026","C026","RT027","C027","RT028","C028","RT029","C029","RT030","C030","RT031","C031","RT032","C032","RT033","C033","RT034","C034","RT035","C035","RT036","C036","RT037","C037","RT038","C038","RT039","C039","RT040","C040","RT041","C041","RT042","C042","RT043","C043","RT044","C044","RT045","C045","RT046","C046","RT047","C047","RT048","C048","RT049","C049","RT050","C050","RT051","C051","RT052","C052","RT053","C053","RT054","C054","RT055","C055","RT056","C056","RT057","C057","RT058","C058","RT059","C059","RT060","C060","RT061","C061","RT062","C062","RT063","C063","RT064","C064","RT065","C065","RT066","C066","RT067","C067","RT068","C068","RT069","C069","RT070","C070","RT071","C071","RT072","C072","RT073","C073","RT074","C074"
"WAT.2.4_2012",NA,NA,3.1557,423.702,3.6824,2841.853,NA,NA,NA,NA,7.2942,632.346,9.9183,280.003,NA,NA,NA,NA,12.1239,814.206,NA,NA,13.1614,296.865,13.7616,1574.699,NA,NA,NA,NA,14.9105,7168.692,NA,NA,NA,NA,NA,NA,16.3672,186.482,NA,NA,17.0201,5873.903,NA,NA,NA,NA,17.7392,463.896,17.9621,2481.197,NA,NA,18.3336,159.607,18.6207,212.027,NA,NA,NA,NA,19.3314,120.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8959,3018.574,21.1303,7672.838,NA,NA,21.4416,381.909,21.5296,174.681,21.6025,123.755,21.66,254.508,21.9129,485.101,NA,NA,NA,NA,NA,NA,23.146,494.255,23.2726,153.054,23.4412,630.013,23.6142,97.487,NA,NA,23.7365,379.236,NA,NA,23.8993,53.317,24.0039,219.337,NA,NA,NA,NA,NA,NA,NA,NA,25.3897,78.348,25.4821,141.084,NA,NA,25.967,464.606,NA,NA,26.4773,261.207,26.6119,183.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDT.1.2_2012",NA,NA,3.1809,5324.635,3.6731,3716.548,NA,NA,NA,NA,7.2996,689.417,9.9168,274.562,NA,NA,NA,NA,12.124,1033.548,NA,NA,NA,NA,13.7478,672.378,NA,NA,NA,NA,14.8248,736.895,NA,NA,NA,NA,15.7848,513.177,NA,NA,NA,NA,16.9627,1860.348,NA,NA,NA,NA,17.824,6333.654,17.9382,298.375,NA,NA,NA,NA,18.55,572.007,18.628,402.937,18.8554,228.743,NA,NA,19.9258,140.533,20.0187,247.588,NA,NA,NA,NA,NA,NA,20.8167,286.395,21.1952,86.735,21.3132,1542.323,21.433,329.623,21.5871,84.717,NA,NA,21.6561,429.691,21.9039,207.226,NA,NA,NA,NA,NA,NA,23.132,187.169,23.2671,65.443,23.4303,212.773,NA,NA,23.6474,161.141,23.7317,226.247,NA,NA,NA,NA,23.9987,67.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9615,119.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTWV.2.7_2012",NA,NA,3.0646,490.776,3.6814,1641.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1357,537.757,NA,NA,NA,NA,NA,NA,14.1146,538.443,NA,NA,14.8668,2032.961,NA,NA,NA,NA,15.8248,533.85,NA,NA,NA,NA,16.9834,1856.693,NA,NA,NA,NA,17.7513,790.893,NA,NA,18.1669,10512.86,18.4189,448.438,18.5679,72.941,NA,NA,18.9148,1453.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8298,718.316,21.0223,519.348,NA,NA,21.4468,188.124,NA,NA,NA,NA,21.6943,1842.457,21.925,154.814,22.0723,97.87,NA,NA,NA,NA,23.1222,469.976,23.2769,93.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.396,67.906,NA,NA,25.9689,219.999,NA,NA,NA,NA,26.6161,108.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDT.2.4_2012",NA,NA,3.2438,305.288,3.6786,4355.378,NA,NA,NA,NA,7.3076,769.798,9.9267,364.784,11.5824,216.732,NA,NA,12.1366,731.604,NA,NA,NA,NA,13.7633,298.898,NA,NA,NA,NA,14.8431,643.786,NA,NA,NA,NA,15.8089,777.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.836,5726.418,17.9527,183.864,NA,NA,NA,NA,18.5783,785.054,18.6537,499.764,18.8802,439.519,NA,NA,NA,NA,19.9315,308.244,20.0351,238.897,NA,NA,20.5808,190.066,20.8227,156.49,21.2159,109.217,21.3269,1461.238,21.4586,387.859,NA,NA,21.6162,106.546,21.7077,2437.494,NA,NA,NA,NA,NA,NA,NA,NA,23.1183,248.319,23.2808,96.164,23.4456,322.949,NA,NA,23.6622,153.68,23.7436,220.609,NA,NA,NA,NA,24.0121,109.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9714,191.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTV.3.4_2012",NA,NA,3.0425,681.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7542,151.565,NA,NA,NA,NA,14.7666,2914.587,NA,NA,15.3845,107.729,NA,NA,16.3714,155.77,16.6751,750.139,16.9615,1128.008,NA,NA,NA,NA,NA,NA,17.9469,488.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7551,5090.847,NA,NA,NA,NA,20.072,1228.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7168,148.364,21.9281,555.362,NA,NA,NA,NA,NA,NA,23.1211,390.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0462,93.55,24.1394,3156.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.967,116.336,NA,NA,NA,NA,26.6182,203.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAT.2.7_2012",NA,NA,3.2444,827.43,3.6871,2129.901,NA,NA,NA,NA,7.2992,431.155,NA,NA,NA,NA,NA,NA,12.1239,454.328,NA,NA,13.1626,197.585,13.7623,1661.1,NA,NA,NA,NA,14.8718,3903.827,NA,NA,NA,NA,NA,NA,16.3653,149.394,NA,NA,17.0036,4644.803,NA,NA,NA,NA,17.7366,464.776,17.965,2708.481,NA,NA,18.534,104.699,18.6159,137.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.03,140.092,NA,NA,NA,NA,20.8775,2174.491,21.1206,7183.259,NA,NA,21.428,310.158,21.5237,79.48,NA,NA,21.6706,308.688,21.9095,397.705,NA,NA,NA,NA,NA,NA,23.1464,228.102,23.2699,122.377,23.4343,391.914,NA,NA,NA,NA,23.7312,217.046,NA,NA,NA,NA,24.0043,108.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4809,228.635,NA,NA,25.969,667.199,NA,NA,26.4835,988.258,26.6122,251.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAW.1.1_2012",NA,NA,3.139,141.35,3.6814,1932.328,NA,NA,NA,NA,7.3178,566.012,9.923,254.622,NA,NA,NA,NA,12.1207,570.319,NA,NA,13.1571,160.118,13.767,2434.508,NA,NA,NA,NA,14.9065,6882.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9703,2242.856,NA,NA,NA,NA,17.732,421.797,17.9389,1303.567,NA,NA,18.5318,117.58,18.6133,146.163,NA,NA,NA,NA,19.3274,112.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8976,2909.504,21.1358,8641.09,NA,NA,21.443,162.295,NA,NA,NA,NA,21.659,155.352,21.906,185.033,NA,NA,NA,NA,22.9759,101.944,23.146,428.034,23.2712,129.459,23.4376,541.379,23.6121,91.043,NA,NA,23.7312,256.371,NA,NA,NA,NA,24.0382,111.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4816,219.143,NA,NA,25.965,356.498,NA,NA,26.4928,177.469,26.61,153.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NVV.3.5_2012",NA,NA,3.0504,891.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1456,816.821,12.7135,175.634,13.1882,649.167,13.809,3733.898,NA,NA,NA,NA,14.8574,1024.611,NA,NA,15.4078,165.859,NA,NA,16.3922,284.479,NA,NA,17.0622,8054.577,NA,NA,NA,NA,NA,NA,17.9565,767.44,NA,NA,18.354,188.923,NA,NA,NA,NA,19.0352,117.902,19.49,130.854,NA,NA,NA,NA,NA,NA,20.3412,172.68,NA,NA,20.8935,149.289,21.1902,12823.044,NA,NA,NA,NA,21.554,151.987,NA,NA,21.6995,986.738,21.9329,610.961,22.2549,351.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8071,64.245,NA,NA,24.0523,153.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5008,329.497,NA,NA,25.9851,972.35,NA,NA,26.487,121.74,26.6251,370.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORV.1.5_2012",NA,NA,3.0654,427.964,3.6876,986.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1564,2255.33,NA,NA,NA,NA,NA,NA,14.0991,673.214,NA,NA,14.8495,848.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0092,3662.657,NA,NA,NA,NA,17.7674,1885.827,17.9502,399.822,NA,NA,18.3986,702.759,18.555,133.842,18.6324,88.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8082,214.254,NA,NA,NA,NA,21.419,173.908,NA,NA,NA,NA,21.6581,129.977,21.9118,263.297,NA,NA,NA,NA,NA,NA,23.1166,148.208,NA,NA,23.4389,86.269,NA,NA,NA,NA,23.7412,62.322,NA,NA,NA,NA,24.0117,73.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9777,745.061,NA,NA,NA,NA,26.6205,229.147,26.7527,283.015,26.9139,108.354,NA,NA,NA,NA,NA,NA,NA,NA
"CAV.4.1_2012",NA,NA,3.0499,872.581,3.6779,1069.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.143,1051.229,NA,NA,13.1812,473.061,13.7734,1014.69,NA,NA,NA,NA,14.8546,1555.498,NA,NA,NA,NA,15.7895,170.946,16.3831,130.253,NA,NA,17.0247,4848.785,NA,NA,NA,NA,17.7941,2555.644,17.9518,525.089,NA,NA,NA,NA,18.5581,297.426,18.6363,231.765,18.8613,149.442,NA,NA,NA,NA,NA,NA,20.0317,124.285,NA,NA,NA,NA,20.7842,412.306,21.1047,4932.153,NA,NA,21.4368,278.351,21.5304,108.157,21.5982,68.007,21.6728,378.289,21.9169,376.995,22.2456,167.861,NA,NA,NA,NA,23.1178,449.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0475,69.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4904,106.799,NA,NA,25.9822,1144.079,26.3481,62.556,26.4852,125.063,26.6232,517.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTT.1.6_2012",NA,NA,3.2238,1914.464,3.7204,5002.779,NA,NA,NA,NA,7.3351,823.669,9.9343,312.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.758,369.473,NA,NA,NA,NA,14.8314,161.642,NA,NA,NA,NA,15.8012,573.824,NA,NA,NA,NA,16.9746,1988.952,NA,NA,NA,NA,17.7775,2367.628,17.9452,192.245,NA,NA,18.5426,168.931,18.6216,156.349,NA,NA,18.8714,277.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5571,166.218,20.8073,90.218,21.0388,1505.962,21.3015,835.215,21.4559,166.489,NA,NA,NA,NA,21.7021,2973.446,21.9257,206.586,NA,NA,NA,NA,NA,NA,23.115,509.27,NA,NA,23.4359,136.859,23.568,95.812,23.6581,213.04,23.7324,86.492,NA,NA,NA,NA,24.0425,127.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3933,142.398,NA,NA,25.9654,87.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTW.1.1_2012",NA,NA,3.0758,378.884,3.6859,694.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1189,162.466,NA,NA,13.1563,319.782,13.7596,1667.872,14.0998,320.511,NA,NA,14.8404,1865.885,NA,NA,NA,NA,NA,NA,16.3605,121.909,NA,NA,16.9863,3703.355,NA,NA,NA,NA,17.6848,396.671,17.9224,411.677,NA,NA,18.3661,266.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.853,776.366,21.1258,7873.821,NA,NA,21.4249,117.764,21.5206,186.427,NA,NA,21.6657,179.556,21.9024,300.825,NA,NA,NA,NA,NA,NA,23.1303,320.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0359,76.91,NA,NA,NA,NA,NA,NA,NA,NA,25.3885,169.967,25.4804,83.339,NA,NA,25.9634,392.463,NA,NA,NA,NA,26.613,466.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZTW.1.7_2012",NA,NA,3.1021,599.954,3.6803,1677.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.115,386.706,NA,NA,NA,NA,13.7386,192.195,14.1605,91.236,NA,NA,14.8549,2674.222,NA,NA,NA,NA,15.7654,165.845,NA,NA,NA,NA,16.9381,684.152,NA,NA,NA,NA,17.729,1805.713,17.9169,114.922,NA,NA,18.3859,737.413,18.6186,284.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8124,991.753,21.2693,137.3,NA,NA,21.4395,226.628,NA,NA,21.6378,161.98,NA,NA,21.8961,82.33,NA,NA,NA,NA,NA,NA,23.111,635.187,23.2645,98.176,23.4247,86.776,NA,NA,NA,NA,NA,NA,23.7248,107.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3868,277.214,NA,NA,25.9607,468.682,NA,NA,NA,NA,26.6116,517.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NVT.1.6_2012",NA,NA,3.1583,786.493,3.6666,1001.823,NA,NA,NA,NA,7.4108,707.052,NA,NA,NA,NA,NA,NA,12.1096,227,NA,NA,NA,NA,13.7454,1000.796,NA,NA,NA,NA,14.8526,3026.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9603,2103.486,NA,NA,NA,NA,17.7215,98.275,17.9162,180.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8409,1030.335,21.0979,6017.777,NA,NA,21.4279,112.532,NA,NA,21.6518,142.429,NA,NA,21.897,249.081,NA,NA,22.6481,97.412,22.971,84.981,23.1135,559.789,23.2585,168.962,NA,NA,NA,NA,NA,NA,NA,NA,23.7083,83.091,NA,NA,24.0342,190.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9595,311.92,NA,NA,NA,NA,26.605,80.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAT.1.4_2012",NA,NA,3.1623,469.334,3.6768,3867.459,NA,NA,NA,NA,7.288,534.733,9.9108,264.969,NA,NA,NA,NA,12.1254,1628.282,NA,NA,NA,NA,13.7437,668.135,NA,NA,NA,NA,14.8957,6094.02,NA,NA,NA,NA,15.7863,378.119,NA,NA,NA,NA,16.9686,2418.679,NA,NA,NA,NA,17.7625,2179.517,17.9256,469.612,NA,NA,NA,NA,18.6236,436.016,NA,NA,18.859,140.724,19.324,120.015,NA,NA,19.9415,117.549,20.013,213.55,NA,NA,NA,NA,20.8534,1889.834,21.0812,4502.443,21.3025,1168.394,21.4475,241.302,21.5178,120.101,21.6512,485.712,NA,NA,21.9054,240.744,NA,NA,NA,NA,NA,NA,23.1172,517.736,23.2702,250.986,23.4354,546.172,NA,NA,NA,NA,23.7328,312.256,NA,NA,NA,NA,24,188.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9571,64.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAT.2.9_2012",NA,NA,3.0458,416.069,3.6666,1723.229,NA,NA,NA,NA,7.3938,600.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8108,127.89,NA,NA,NA,NA,15.7465,177.608,NA,NA,NA,NA,16.9493,1390.388,NA,NA,NA,NA,17.7237,559.044,NA,NA,NA,NA,18.5208,124.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9959,107.77,NA,NA,NA,NA,NA,NA,NA,NA,21.2691,203.758,NA,NA,NA,NA,NA,NA,21.6389,133.768,NA,NA,21.8924,120.533,NA,NA,NA,NA,22.9708,80.922,23.1121,602.961,NA,NA,NA,NA,NA,NA,23.638,122.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9627,505.128,NA,NA,NA,NA,26.6086,197.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORV.1.6_2012",NA,NA,3.129,1009.08,3.6712,2122.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1516,1743.618,NA,NA,13.1806,191.108,13.7734,839.578,NA,NA,NA,NA,14.8737,2646.591,NA,NA,15.4102,158.764,NA,NA,16.3883,150.867,NA,NA,17.0478,6966.095,NA,NA,NA,NA,17.7496,220.979,17.9564,1187.527,NA,NA,NA,NA,18.5582,232.853,18.6365,208.514,NA,NA,NA,NA,NA,NA,NA,NA,20.0315,122.594,NA,NA,NA,NA,20.8438,759.975,21.0893,3765.339,NA,NA,21.428,242.787,21.5314,83.746,21.5986,64.783,21.6737,508.413,21.918,389.693,22.2407,147.795,NA,NA,NA,NA,23.1517,153.257,23.2793,71.961,23.4408,141.126,NA,NA,NA,NA,23.7384,111.771,NA,NA,NA,NA,24.05,207.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4915,83.136,NA,NA,25.9732,190.052,NA,NA,26.4853,101.493,26.62,164.39,NA,NA,NA,NA,NA,NA,NA,NA,27.4454,74.26,NA,NA
"IDV.3.5_2012",NA,NA,NA,NA,NA,NA,4.8609,517.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1848,485.71,13.7955,2694.068,NA,NA,NA,NA,14.8797,310.677,NA,NA,15.4092,184.148,NA,NA,NA,NA,NA,NA,17.0726,9651.707,NA,NA,NA,NA,NA,NA,17.9579,207.505,NA,NA,18.336,164.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1611,9812.88,NA,NA,NA,NA,21.5383,273.881,NA,NA,21.6717,423.339,21.9158,249.469,22.241,340.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6067,432.307,NA,NA,NA,NA,NA,NA,NA,NA,24.0512,261.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4012,151.004,NA,NA,25.976,383.645,NA,NA,26.4879,384.461,26.6232,376.345,NA,NA,NA,NA,NA,NA,NA,NA,27.4607,222.826,NA,NA
"NVT.2.8_2012",NA,NA,3.1541,504.184,3.6894,3132.572,NA,NA,NA,NA,7.2997,699.839,9.9212,292.999,NA,NA,NA,NA,12.1318,1250.957,NA,NA,NA,NA,13.7465,188.73,NA,NA,NA,NA,14.9303,9077.551,NA,NA,NA,NA,NA,NA,16.3676,135.823,NA,NA,17.0061,4765.787,17.1234,165.48,NA,NA,17.7376,449.596,17.9597,2361.666,NA,NA,18.5366,152.663,18.6179,171.661,NA,NA,NA,NA,19.3307,154.377,NA,NA,20.015,203.886,NA,NA,NA,NA,NA,NA,20.8744,3627.087,21.264,504.035,NA,NA,21.438,297.606,NA,NA,21.5992,110.411,21.6541,254.792,21.9068,430.614,NA,NA,NA,NA,22.9775,286.72,23.1244,468,23.2724,222.222,23.445,963.851,23.6119,88.122,NA,NA,23.7345,442.096,NA,NA,NA,NA,24.002,209.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3863,65.019,NA,NA,NA,NA,NA,NA,NA,NA,26.6093,138.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDT.1.6_2012",NA,NA,3.1619,464.88,3.6821,4579.361,NA,NA,NA,NA,7.279,461.573,9.9145,256.533,11.6263,215.201,NA,NA,12.1273,1770.655,NA,NA,NA,NA,13.7448,758.789,NA,NA,NA,NA,14.8234,926.28,NA,NA,NA,NA,15.7989,719.345,NA,NA,NA,NA,16.9422,438.5,NA,NA,NA,NA,17.7743,3025.659,NA,NA,NA,NA,NA,NA,18.5699,1394.888,18.6498,958.079,18.8649,302.042,NA,NA,NA,NA,19.9404,277.099,NA,NA,NA,NA,NA,NA,20.8087,249.729,21.1947,73.798,21.3151,1844.547,21.4617,170.15,NA,NA,21.6532,688.977,NA,NA,21.9057,76.555,NA,NA,NA,NA,NA,NA,23.1058,494.771,23.2664,104.742,23.4286,230.141,NA,NA,23.6565,168.947,23.7297,177.355,NA,NA,NA,NA,23.9996,84.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3842,75.34,NA,NA,25.9574,156.939,NA,NA,NA,NA,26.6052,70.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDT.1.3_2012",NA,NA,3.2444,284.24,3.6772,3877.324,NA,NA,NA,NA,7.3012,760.013,9.9107,340.464,11.6327,603.564,NA,NA,12.1206,913.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8221,590.686,NA,NA,NA,NA,15.7992,910.656,NA,NA,NA,NA,16.9555,1391.512,NA,NA,NA,NA,17.7966,4239.231,17.9338,206.567,NA,NA,NA,NA,18.5529,723.148,18.6316,540.806,18.8758,693.788,NA,NA,19.9281,178.507,20.0087,168.063,NA,NA,NA,NA,20.5484,198.943,20.7995,151.52,21.1987,89.187,21.3089,1496.156,21.4617,306.043,NA,NA,NA,NA,21.7159,4644.499,21.9306,182.251,NA,NA,NA,NA,NA,NA,23.1064,343.971,23.2688,94.512,23.4324,245.373,NA,NA,23.6549,185.625,23.7318,193.578,NA,NA,NA,NA,24.0009,117.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9626,308.216,NA,NA,NA,NA,26.6094,151.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTT.1.1_2012",NA,NA,3.0805,743.798,3.6897,4078.593,NA,NA,NA,NA,7.3044,636.804,9.9192,261.982,11.6487,470.399,NA,NA,12.1181,322.116,NA,NA,NA,NA,13.7599,1545.547,NA,NA,NA,NA,14.8287,656.544,NA,NA,NA,NA,15.8075,825.946,NA,NA,NA,NA,16.9648,1650.632,NA,NA,NA,NA,17.8205,5729.965,17.9383,252.328,NA,NA,NA,NA,18.5565,659.226,18.6328,415.936,18.8947,791.512,NA,NA,NA,NA,19.9659,377.596,NA,NA,NA,NA,20.5718,162.148,20.8235,173.782,21.0871,4273.269,21.3213,1820.9,21.4713,222.412,NA,NA,NA,NA,21.7256,5450.581,21.962,171.72,22.3448,161.953,NA,NA,NA,NA,23.1111,394.894,23.2751,147.719,23.4445,669.765,23.5713,81.312,23.6631,156.032,23.7446,369.945,NA,NA,23.9052,71.933,24.0121,281.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3903,123.151,NA,NA,25.9615,79.155,NA,NA,NA,NA,26.612,231.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTT.3.10_2012",NA,NA,3.0527,512.087,3.6833,2627.065,NA,NA,NA,NA,7.284,494.616,NA,NA,11.577,285.081,NA,NA,12.1134,288.501,NA,NA,NA,NA,13.739,177.84,NA,NA,NA,NA,14.813,273.012,NA,NA,NA,NA,15.7613,451.57,NA,NA,NA,NA,16.9365,581.417,NA,NA,NA,NA,17.7511,1761.542,NA,NA,NA,NA,18.5303,289.333,18.6086,190.595,NA,NA,18.8431,268.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5416,131.794,20.7896,97.639,21.1823,87.883,21.2842,705.277,21.4264,324.612,NA,NA,NA,NA,21.6762,2103.741,NA,NA,NA,NA,NA,NA,NA,NA,23.1141,352.984,NA,NA,23.4263,119.055,NA,NA,23.6436,212.233,NA,NA,NA,NA,NA,NA,24.0343,176.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3876,246.763,NA,NA,NA,NA,NA,NA,NA,NA,26.6096,373.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDV.5.2_2012",NA,NA,3.0783,802.849,3.66,577.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1731,2704.079,NA,NA,NA,NA,NA,NA,14.0994,737.629,NA,NA,NA,NA,NA,NA,NA,NA,15.7861,246.858,NA,NA,NA,NA,16.989,179.178,NA,NA,NA,NA,17.7497,1732.669,NA,NA,NA,NA,18.4256,1281.287,NA,NA,NA,NA,18.8883,645.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5868,176.028,NA,NA,21.2365,102.082,NA,NA,NA,NA,NA,NA,NA,NA,21.7805,10584.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0145,50.895,NA,NA,NA,NA,NA,NA,25.077,282.018,NA,NA,NA,NA,NA,NA,25.9772,278.223,NA,NA,26.4915,324.517,26.6276,264.068,26.7611,487.966,26.9195,188.729,NA,NA,NA,NA,27.45,83.228,28.1031,101.009
"UTW.2.3_2012",NA,NA,3.1584,514.868,3.6849,2774.553,NA,NA,NA,NA,7.295,498.259,NA,NA,NA,NA,NA,NA,12.1319,1530.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8873,4834.027,NA,NA,NA,NA,15.7611,166.973,NA,NA,NA,NA,16.9501,749.586,NA,NA,NA,NA,17.7546,1516.093,17.9371,919.238,NA,NA,18.3795,120.875,18.6228,337.06,NA,NA,18.8462,194.598,19.3326,185.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8401,1871.138,21.2814,223.25,NA,NA,21.4318,290.967,21.5888,67.831,21.6476,160.094,NA,NA,21.9018,78.858,NA,NA,NA,NA,NA,NA,23.1208,386.925,23.2691,138.977,23.4314,264.859,NA,NA,NA,NA,23.7294,138.703,NA,NA,NA,NA,24.0006,83.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9633,270.706,NA,NA,26.477,177.352,26.6105,119.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
