"","C001","C002","C003","C004","C005","C006","C007","C008","C009","C010","C011","C012","C013","C014","C015","C016","C017","C018","C019","C020","C021","C022","C023","C024","C025","C026","C027","C028","C029","C030","C031","C032","C033","C034","C035","C036","C037","C038","C039","C040","C041","C042","C043","C044","C045","C046","C047","C048","C049","C050","C051","C052","C053","C054","C055","C056","C057","C058","C059","C060","C061","C062","C063","C064","C065","C066","C067","C068","C069","C070","C071","C072","C073"
"AZT.1.10_2012",292.766,2290.793,0,0,589.515,0,0,0,469.464,0,0,406.592,0,0,1827.418,0,0,255.097,0,0,2021.666,0,0,2908.666,437.943,0,0,319.032,203.919,168.894,0,0,0,0,0,0,686.181,1692.433,771.696,313.435,0,0,103.719,143.489,0,0,0,195.645,59.505,192.241,0,96.925,144.648,0,0,83.482,0,0,0,0,0,151.533,0,253.049,0,186.473,439.102,0,0,0,0,0,0
"AZT.1.3_2012",399.753,1596.315,0,0,0,0,0,0,313.48,0,0,1370.219,2313.761,0,1088.011,0,0,0,145.96,0,4114.135,0,0,2054.18,371.383,0,962.757,95.651,0,0,0,0,0,0,0,0,439.193,5160.686,193.627,127.353,0,0,228.307,319.239,0,0,0,319.773,0,52.211,0,0,0,0,0,0,0,0,0,0,0,115.112,0,211.287,0,123.796,406.217,123.574,0,0,0,0,0
"AZT.1.3_2021",1991.113,0,0,0,0,0,275.235,0,107.299,288.732,1916.415,0,0,0,0,0,140.078,204.613,4410.158,220.658,0,0,0,0,1276.056,126.147,0,0,0,0,0,246.236,0,0,580.051,6137.343,243.128,233.994,108.547,0,349.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.999,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZT.1.7_2012",70.689,2133.093,0,0,457.99,0,0,0,569.955,0,0,676.584,0,0,1924.849,0,0,241.134,0,0,1634.245,0,0,4736.041,794.962,0,0,365.276,335.791,235.877,0,0,0,0,0,0,705.5,2771.851,708.537,295.189,0,0,161.327,106.818,0,0,0,0,83.311,385.03,0,0,179.477,0,0,149.514,0,0,0,0,0,168.755,0,488.424,0,346.938,765.893,0,0,0,0,0,0
"AZT.1.7_2021",4427.94,167.614,567.036,0,0,0,599.557,0,0,135.666,788.14,0,0,0,0,0,609.706,147.625,2752.092,110.621,0,0,4000.412,0,474.055,772.422,399.061,0,0,129.935,290.413,167.868,0,0,1333.352,1215.762,1279.914,172.067,291.244,0,205.83,0,0,0,0,117.765,0,114.37,105.392,52.837,0,0,90.624,0,0,0,0,0,0,274.029,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZTW.1.5_2012",803.585,2598.282,0,0,0,0,0,0,593.082,0,0,249.657,0,0,2422.115,0,0,0,0,0,1294.795,0,0,516.843,187.087,0,161.421,113.622,0,0,0,0,0,0,0,247.073,945.009,300.481,0,252.838,0,65.229,0,114.016,0,0,0,386.391,86.241,64.366,0,0,0,0,0,0,0,0,0,0,0,164.605,0,612.563,0,173.335,513.348,0,0,0,0,0,0
"AZTW.1.5_2021",1929.12,124.62,0,478.214,0,0,122.186,0,0,0,0,0,0,0,0,0,220.57,0,1543.429,0,0,0,0,0,680.681,156.292,0,0,0,0,145.016,0,0,0,891.543,1626.911,382.059,0,82.41,0,139.889,0,0,74.027,0,93.672,0,0,121.577,0,0,0,0,0,0,0,0,0,0,209.574,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZTW.1.7_2012",599.954,1677.474,0,0,0,0,0,0,386.706,0,0,192.195,91.236,0,2674.222,0,0,165.845,0,0,684.152,0,0,1805.713,114.922,0,737.413,284.16,0,0,0,0,0,0,0,0,991.753,137.3,0,226.628,0,161.98,0,82.33,0,0,0,635.187,98.176,86.776,0,0,0,107.82,0,0,0,0,0,0,0,277.214,0,468.682,0,0,517.206,0,0,0,0,0,0
"AZTW.1.7_2021",1150.067,0,678.934,0,0,0,131.489,0,0,564.775,0,0,0,0,0,0,205.668,0,750.456,160.555,0,927.496,0,0,1168.17,425.151,118.17,0,0,0,0,0,0,0,1152.442,827.363,138.514,490.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.251,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZTW.1.8_2012",401.776,4595.333,0,0,543.94,258.852,0,0,815.551,0,0,363.528,0,0,2028.175,0,0,386.835,0,0,839.768,0,0,3229.078,354.929,0,490.945,306.996,0,182.067,0,0,195.058,0,0,162.286,528.855,99.396,978.311,244.881,0,124.179,0,67.046,0,0,0,520.158,97.813,150.006,0,89.327,0,82.83,0,0,0,0,0,0,0,99.397,0,250.322,0,202.324,159.294,0,0,0,0,0,0
"AZTW.1.8_2021",3320.935,115.391,0,0,0,0,381.242,0,102.273,0,227.979,0,0,0,0,0,402.401,248.039,687.526,0,0,0,0,0,425.625,313.762,156.37,0,0,0,136.314,0,0,0,521.832,1108.457,116.46,0,127.495,0,0,0,0,84.837,0,149.124,0,0,146.012,0,0,0,0,0,0,0,0,0,0,108.91,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAT.1.1_2012",0,3694.588,0,0,770.864,335.097,230.377,0,521.324,0,0,246.497,0,0,632.68,0,0,911.991,300.934,0,800.137,0,0,8197.762,355.017,0,0,469.336,0,787.045,0,0,144.652,185.269,0,224.236,238.945,107.924,1566.846,412.116,0,0,8791.039,0,0,100.588,0,194.877,73.354,425.634,0,158.788,283.854,0,0,154.99,0,0,0,0,0,0,0,408.307,0,0,159.163,0,0,0,0,0,0
"CAT.1.1_2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAT.1.5_2012",375.778,2749.415,0,0,0,0,0,0,621.161,0,0,192.624,0,0,452.407,0,0,652.993,0,0,1850.574,0,0,1488.063,165.713,0,489.42,396.206,0,312.163,0,0,150.13,0,0,166.607,175.382,660.688,0,227.971,0,0,4889.877,226.485,0,0,0,499.644,0,90.18,0,120.068,0,74.446,0,0,0,0,0,0,0,98.942,0,279.765,0,0,81.448,0,0,0,0,0,0
"CAT.1.5_2021",4464.509,0,0,782.047,0,0,274.444,0,0,0,156.262,0,0,0,0,0,1743.886,159.604,2576.322,0,0,0,0,0,454.86,687.736,670.833,0,0,0,302.207,0,0,0,380.688,2956.044,1227.549,538.464,0,9318.258,0,298.077,0,0,147.658,107.53,0,0,63.939,78.177,0,0,0,0,0,0,0,0,0,188.181,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAT.2.4_2012",0,2073.352,0,0,925.625,254.461,0,0,367.652,0,0,365.602,0,0,364.77,0,0,242.959,174.172,0,3025.036,0,0,3776.735,274.602,0,0,275.538,271.209,0,0,0,0,0,0,0,208.772,475.846,0,121.799,0,0,278.646,223.634,0,0,0,134.451,0,183.658,0,98.295,83.592,0,0,386.549,0,0,0,0,0,0,0,557.196,0,71.929,213.131,0,0,0,0,0,0
"CAT.2.4_2021",2656.284,137.566,0,0,0,0,195.209,0,0,0,331.306,0,0,0,0,0,374.706,180.96,2765.057,0,0,0,0,0,212.733,370.499,93.178,0,0,0,96.446,0,0,0,211.041,1527.979,497.423,0,302.173,117.512,300.883,0,0,0,0,0,0,0,181.774,0,0,0,393.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAT.2.7_2012",781.498,0,0,0,0,0,0,0,341.282,153.022,533.347,3533.09,0,0,1025.019,0,177.491,0,159.169,225.023,9976.922,0,0,0,390.163,0,0,0,0,0,0,0,0,0,0,0,90.218,11102.693,0,0,373.967,0,964.852,686.619,168.805,0,0,467.815,0,0,0,0,0,0,0,122.284,0,0,0,0,0,0,0,542.724,0,0,117.231,0,0,0,0,0,0
"CAT.2.9_2021",4452.624,125.789,0,383.998,0,0,225.395,0,0,0,0,0,0,0,0,0,567.766,140.325,2775.9,0,0,0,0,0,392.439,235.248,150.044,0,0,0,239.995,0,0,0,276.534,774.123,724.664,171.57,356.682,259.383,196.684,0,0,0,0,131.382,337.71,0,58.321,0,0,0,0,0,0,0,0,0,0,71.089,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAV.1.10_2012",0,1032.259,0,0,0,0,0,0,684.104,0,627.418,2148.734,0,0,3632.736,0,0,0,144.112,0,4761.979,0,0,206.283,1066.426,0,0,160.469,166.229,0,0,0,0,0,0,0,866.221,7611.955,0,185.36,258.298,0,460.384,342.662,109.578,0,0,251.731,0,93.506,0,0,119.456,0,0,137.759,0,168.793,0,0,0,79.243,0,538.467,0,235.761,225.451,0,0,0,0,0,0
"CAV.1.4_2012",770.886,811.592,0,0,0,0,0,0,400.15,0,0,0,0,0,1466.994,0,0,0,0,0,736.276,0,0,1147.914,568.921,0,0,179.355,185.942,0,0,0,0,0,0,0,423.362,0,0,220.389,0,0,0,0,0,0,0,134.591,0,95.507,0,0,94.457,0,0,0,0,0,0,0,0,0,0,304.049,0,140.032,281.535,0,0,0,0,0,0
"CAV.1.6_2012",1014.584,1118.436,0,0,0,0,0,0,1860.885,0,196.481,631.27,0,0,2084.036,0,0,0,0,0,1099.829,0,0,179.015,168.01,0,197.681,177.078,0,0,0,0,0,0,0,0,377.855,2148.077,0,221.679,0,0,178.95,93.578,0,0,0,210.666,0,98.131,0,0,122.58,0,0,0,0,0,0,0,0,0,0,0,0,88.01,0,0,0,0,0,0,0
"CAV.1.7_2012",760.501,0,0,0,0,0,0,0,273.098,0,254.593,884.708,0,0,1875.573,0,0,0,0,0,1134.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.296,2904.006,0,175.369,0,0,0,119.681,0,0,0,222.511,0,72.414,0,0,82.39,0,0,121.628,0,138.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAV.1.9_2012",1013.283,910.08,0,0,0,0,0,0,1687.362,0,421.17,1424.939,0,0,4009.599,0,0,0,0,0,2091.774,0,0,0,606.821,0,108.562,121.316,0,0,0,0,0,0,0,0,586.384,5047.77,0,147.711,80.362,0,122.652,155.831,88.525,0,0,760.618,110.739,160.697,0,0,89.053,0,0,55.818,0,120.633,0,0,0,0,0,283.415,0,0,102.725,0,0,0,0,0,0
"CAV.2.10_2012",1022.986,1137.044,0,0,0,0,0,0,509.792,0,261.468,0,0,0,3331.467,0,0,0,182.212,0,6892.299,0,0,2875.998,391.359,0,142.393,0,0,255.805,0,14361.198,0,0,0,0,104.508,120.759,0,139.068,115.728,0,445.475,437.124,0,0,0,210.584,0,119.689,0,0,0,0,0,0,0,0,0,0,0,0,0,644.963,0,105.558,180.889,0,0,0,0,0,0
"CAV.2.6_2012",0,0,0,0,0,0,0,0,243.184,0,329.813,886.498,0,0,1096.891,0,122.232,0,179.391,0,6224.151,0,0,0,636.68,0,0,0,0,0,0,0,0,0,0,0,105.563,3578.371,0,0,187.976,0,460.68,533.348,98.752,0,0,122.339,0,74.893,0,0,0,0,0,280.106,0,0,154.912,0,0,0,0,1137.82,65.733,77.325,680.82,0,0,0,0,0,0
"CAV.3.6_2012",0,0,0,0,0,0,0,0,464.936,0,527.58,583.418,0,0,1076.116,0,0,0,135.825,0,4201.215,0,0,0,718.804,128.926,0,0,0,0,0,0,0,0,0,0,176.996,5737.262,0,0,163.475,0,248.209,427.464,293.669,97.995,0,273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.698,0,0,549.873,0,0,0,0,0,0
"CAV.4.1_2012",872.581,1069.941,0,0,0,0,0,0,1051.229,0,473.061,1014.69,0,0,1555.498,0,0,170.946,130.253,0,4848.785,0,0,2555.644,525.089,0,0,297.426,231.765,149.442,0,0,0,124.285,0,0,412.306,4932.153,0,278.351,108.157,68.007,378.289,376.995,167.861,0,0,449.662,0,0,0,0,0,0,0,69.454,0,0,0,0,0,106.799,0,1144.079,62.556,125.063,517.231,0,0,0,0,0,0
"CAV.4.4_2012",0,944.269,0,0,0,0,0,0,1109.255,0,657.941,807.619,0,0,2294.53,0,0,0,196.408,0,5592.756,0,0,248.111,1718.468,0,210.043,154.816,0,0,0,0,0,138.801,0,0,358.079,7375.787,0,172.568,188.22,0,305.002,574.224,193.371,0,0,163.73,0,131.129,0,0,71.336,0,0,0,0,0,0,0,0,0,0,1276.036,66.673,0,386.672,0,0,0,0,0,0
"CAVW.3.1_2012",784.843,1099.363,0,0,0,0,0,0,1308.216,0,454.582,1049.64,0,0,5027.877,0,114.369,0,0,145.318,5647.794,0,0,84.517,669.172,0,186.951,188.614,0,0,0,0,142.004,0,0,0,834.485,4324.833,0,142.299,135.096,0,228.992,562.669,198.984,0,0,188.285,0,0,0,0,0,0,0,0,0,0,0,0,0,93.257,0,979.117,71.457,463.721,520.825,0,0,0,0,0,0
"CAVW.3.5_2012",364.072,0,0,0,0,0,0,0,666.102,0,3094.079,724.977,0,0,1799.885,0,137.574,0,171.521,0,6574.377,0,0,0,546.542,0,0,0,0,0,0,0,0,0,0,0,101.843,2387.52,0,619.743,0,0,203.91,539.668,214.121,0,0,500.198,112.758,94.511,0,0,0,0,0,0,0,0,0,103.639,0,77.399,0,441.791,0,136.802,142.629,0,0,0,0,0,0
"CAVW.3.8_2012",597.073,0,0,0,0,0,0,0,379.913,0,521.413,1857.474,0,0,1141.715,0,0,0,114.394,0,3922.589,0,0,0,556.261,0,0,0,0,0,0,0,0,0,0,0,71.082,6648.924,0,0,204.002,0,523.754,324.091,130.288,0,0,0,0,0,0,0,0,0,0,85.655,0,0,0,0,0,0,0,825.526,0,671.581,475.944,0,0,0,0,0,0
"COVW.2.2_2012",927.466,1287.518,0,0,0,0,0,0,548.985,0,0,778.592,151.573,0,2254.016,0,0,0,0,0,1091.742,0,0,2392.607,1094.026,0,935.105,115.724,0,0,0,0,0,0,0,0,744.274,116.824,0,143.778,0,0,0,89.216,0,0,0,189.63,57.757,159.595,0,0,0,116.315,0,0,0,0,0,0,0,75.597,0,160.798,0,58.848,152.136,345.111,148.925,0,0,0,0
"COVW.2.2_2021",3412.864,225.455,0,834.076,0,0,1533.888,0,182.541,217.217,3128.403,0,444.824,4992.382,0,0,124.82,206.213,4326.201,287.948,0,0,1297.332,0,1824.524,229.113,0,0,0,0,846.316,140.471,0,0,901.521,195.104,266.4,237.052,118.968,0,212.812,0,0,0,0,0,0,0,0,0,0,0,85.964,0,0,0,0,0,0,143.55,0,0,0,0,0,0,0,0,0,0,0,0,0
"COVW.2.3_2012",912.991,0,0,0,0,0,0,0,161.575,0,0,523.228,0,0,1256.598,0,0,580.484,0,0,1403.042,0,0,0,0,20431.958,0,0,0,2120.984,0,0,0,0,0,0,581.258,2632.389,0,106.321,0,0,4314.075,0,381.079,0,0,0,0,70.445,0,0,0,0,0,89.224,0,0,0,0,0,133.425,0,202.302,0,0,592.965,0,0,0,0,0,0
"COVW.2.3_2021",1321.569,307.897,0,500.823,0,0,172.397,0,0,115.888,652.968,0,0,0,0,0,2266.636,155.645,4366.584,0,0,0,0,32882.307,120.759,0,0,3899.306,170.304,0,0,172.083,0,0,753.792,3246.678,0,262.225,0,16826.43,0,0,275.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.631,0,0,0,0,0,0,0,0,0,0,0,0,0
"COVW.2.4_2012",1266.913,743.933,0,0,0,0,0,0,341.429,0,0,433.667,3000.759,378.289,1546.884,0,0,1920.362,0,0,1455.556,0,198.153,2159.221,0,19770.233,1572.203,86.483,0,1842.354,0,0,0,0,123.692,0,542.949,2120.434,0,0,0,0,2728.412,121.25,165.264,0,0,408.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.399,0,0,128.862,187.175,0,0,0,0,0
"COVW.2.6_2012",436.323,473.507,0,0,0,0,0,0,0,0,0,0,1096.656,0,662.089,0,0,513.855,0,0,1009.622,0,0,1274.848,0,0,491.813,0,0,2183.955,0,0,0,0,121.959,0,243.458,0,0,0,81.181,0,1958.63,0,300.153,0,0,0,0,57.059,0,0,76.781,0,0,90.61,0,0,0,0,0,0,0,97.286,0,0,98.092,95.037,0,0,0,0,0
"COVW.2.7_2012",758.343,2053.724,0,0,444.114,0,0,0,1422.313,0,1496.386,3472.045,0,0,6512.931,0,0,0,328.382,173.604,0,12893.947,0,1126.87,1545.694,0,201.139,400.946,391.321,126.1,180.251,0,0,0,0,0,1508.142,12463.695,0,382.375,420.974,64.665,537.405,887.889,160.11,0,0,0,107.94,313.467,0,0,182.268,0,58.688,272.343,0,0,0,0,0,69.486,0,198.868,0,0,127.637,0,0,0,0,0,0
"COVW.2.7_2021",2065.638,120.665,0,415.721,0,0,724.082,0,162.884,927.575,2382.554,0,100.309,0,0,0,216.98,570.622,280.047,15582.903,0,0,0,0,370.755,368.648,0,216.955,0,84.462,0,133.922,0,0,145.439,0,11842.026,590.617,1209.846,0,0,1287.808,0,298.936,89.781,174.666,0,0,0,0,0,0,364.048,0,0,0,0,0,0,106.471,0,0,0,0,0,0,0,0,0,0,0,0,0
"COW.1.2_2012",742.898,940.912,0,0,0,0,0,0,0,0,571.333,1790.123,0,0,2331.686,0,0,0,344.653,0,12048.99,0,0,163.267,931.148,0,156.079,140.976,0,130.167,0,0,0,0,0,0,934.062,8798.309,0,252.514,459.583,0,440.803,1023.473,134.93,0,0,175.493,57.728,105.359,0,0,130.224,0,0,235.375,0,0,0,0,0,91.091,0,250.493,0,0,382.527,0,0,0,0,0,0
"COW.1.2_2021",2620.046,0,701.106,0,0,0,415.842,0,251.331,1328.144,3900.246,0,266.742,0,0,0,367.93,1286.464,319.066,21597.42,0,0,0,0,179.654,348.074,0,443.382,0,102.964,0,246.11,0,0,108.551,2054.521,14920.518,757.079,891.143,0,0,1748.611,0,133.398,0,0,144.33,169.784,61,150.931,0,0,400.052,0,0,0,0,0,149.986,166.972,0,0,0,0,0,0,0,0,0,0,0,0,0
"COW.1.8_2012",457.876,849.655,0,0,0,0,0,0,372.948,0,0,307.254,1511.161,0,2992.439,0,0,1760.535,129.313,0,5491.396,0,0,954.275,0,10302.708,586.041,97.643,91.609,3350.363,0,0,0,0,0,0,1293.031,872.784,0,269.58,0,0,3477.293,455.788,151.69,0,0,263.457,0,70.575,0,0,74.943,0,0,0,0,0,0,0,0,0,0,115.267,0,0,0,0,0,0,0,0,0
"IDT.1.10_2012",546.567,4116.564,0,0,609.919,0,454.694,0,505.825,0,0,0,0,0,459.805,0,0,856.625,0,0,285.097,0,0,1977.28,0,0,622.847,394.174,0,404.406,0,154.232,203.029,0,0,198.361,144.897,0,1535.193,232.164,0,0,5458.353,0,0,0,0,481.349,0,144.249,0,175.47,148.333,0,0,0,0,0,0,0,0,0,0,259.87,0,0,0,0,0,0,0,0,0
"IDT.1.10_2021",5289.079,139.655,0,1163.351,0,0,240.956,0,0,0,0,89.277,0,0,0,0,1883.68,358.543,501.985,0,0,0,2717.657,0,356.653,632.192,769.827,0,0,0,479.753,0,0,0,266.193,1425.997,0,610.538,0,9528.307,0,0,0,0,0,335.811,1126.51,115.136,98.957,119.264,0,0,67.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.1.2_2012",5324.635,3716.548,0,0,689.417,274.562,0,0,1033.548,0,0,672.378,0,0,736.895,0,0,513.177,0,0,1860.348,0,0,6333.654,298.375,0,0,572.007,402.937,228.743,0,140.533,247.588,0,0,0,286.395,86.735,1542.323,329.623,84.717,0,429.691,207.226,0,0,0,187.169,65.443,212.773,0,161.141,226.247,0,0,67.478,0,0,0,0,0,0,0,119.662,0,0,0,0,0,0,0,0,0
"IDT.1.2_2021",3971.067,0,0,727.284,0,0,157.986,0,0,0,161.792,0,0,0,0,0,838.991,235.501,993.81,102.734,0,0,0,0,641.637,524.341,288.081,0,0,0,355.138,212.449,0,0,318.796,4518.194,1825.453,103.917,541.814,0,272.488,0,0,120.84,0,78.731,0,0,64.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.1.3_2012",284.24,3877.324,0,0,760.013,340.464,603.564,0,913.599,0,0,0,0,0,590.686,0,0,910.656,0,0,1391.512,0,0,4239.231,206.567,0,0,723.148,540.806,693.788,0,178.507,168.063,0,0,198.943,151.52,89.187,1496.156,306.043,0,0,4644.499,182.251,0,0,0,343.971,94.512,245.373,0,185.625,193.578,0,0,117.894,0,0,0,0,0,0,0,308.216,0,0,151.099,0,0,0,0,0,0
"IDT.1.3_2021",10696.694,236.796,0,0,0,0,768.807,0,0,126.838,160.175,171.747,0,0,0,0,2197.887,776.972,1748.162,154.567,0,0,4626.598,0,878.563,1197.619,1672.92,0,0,0,456.524,0,0,0,349.462,2451.717,0,791.703,0,10322.121,0,0,238.185,161.567,84.546,144.038,55.777,183.453,92.1,173.171,0,0,108.86,0,87.626,0,0,0,0,84.708,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.1.4_2012",0,1706.576,0,0,0,0,0,0,373.163,0,0,0,0,0,307.971,0,0,461.588,0,0,740.815,0,0,1090.284,0,0,564.795,424.457,0,172.457,0,0,0,0,0,106.851,83.29,605.914,0,216.072,0,0,2960.768,132.636,0,0,0,471.329,0,77.686,0,156.049,0,67.278,0,0,0,0,0,0,0,0,0,217.779,0,0,0,0,0,0,0,0,0
"IDT.1.6_2012",464.88,4579.361,0,0,461.573,256.533,215.201,0,1770.655,0,0,758.789,0,0,926.28,0,0,719.345,0,0,438.5,0,0,3025.659,0,0,0,1394.888,958.079,302.042,0,0,277.099,0,0,0,249.729,73.798,1844.547,170.15,0,688.977,0,76.555,0,0,0,494.771,104.742,230.141,0,168.947,177.355,0,0,84.435,0,0,0,0,0,75.34,0,156.939,0,0,70.889,0,0,0,0,0,0
"IDT.1.6_2021",7748.054,165.791,0,1474.406,0,0,263.785,0,0,0,143.439,161.708,0,0,0,0,1550.977,888.253,849.985,224.704,0,0,8340.408,0,1255.766,2051.104,670.674,0,0,0,683.822,240.921,0,0,459.966,5677.916,0,312.81,946.049,0,72.849,0,0,217.751,0,542.761,1320.289,203.603,92.612,171.652,0,0,186.856,0,88.545,0,0,0,0,148.571,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.2.4_2012",305.288,4355.378,0,0,769.798,364.784,216.732,0,731.604,0,0,298.898,0,0,643.786,0,0,777.887,0,0,0,0,0,5726.418,183.864,0,0,785.054,499.764,439.519,0,0,308.244,238.897,0,190.066,156.49,109.217,1461.238,387.859,0,106.546,2437.494,0,0,0,0,248.319,96.164,322.949,0,153.68,220.609,0,0,109.668,0,0,0,0,0,0,0,191.481,0,0,0,0,0,0,0,0,0
"IDT.2.4_2021",7300.003,176.104,0,0,0,0,834.483,0,174.8,0,300.719,118.808,0,0,0,0,1434.474,425.973,247.009,121.144,0,0,0,0,422.98,571.134,429.796,0,0,0,163.173,0,0,0,182.188,2417.751,207.411,197.299,3014.946,0,0,0,0,99.859,0,188.135,1494.586,93.949,70.148,75.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.3.3_2012",0,3187.678,0,0,0,0,0,0,433.337,0,0,193.797,0,0,513.475,0,0,1197.031,0,0,707.113,0,0,2727.547,195.939,0,528.973,339.134,0,1322.852,0,0,129.435,223.184,0,0,194.931,1080.07,0,184.788,0,0,1226.098,159.678,0,0,0,535.586,0,79.769,0,138.561,99.258,0,0,0,0,0,0,0,0,0,0,159.751,0,0,0,0,0,0,0,0,0
"IDT.3.5_2012",290.918,3028.827,0,0,784.65,258.479,0,0,1148.948,0,180.947,440.78,0,0,3436.386,0,0,782.993,0,0,1944.759,0,0,3008.677,968.385,0,0,323.232,322.874,1182.131,85.39,0,0,0,0,179.536,1256.01,3762.332,512.04,315.582,0,0,6929.535,197.055,0,84.16,0,137.927,231.061,594.52,0,0,255.4,0,0,135.513,0,0,0,0,0,58.586,0,159.507,0,0,121.486,0,0,77.114,0,0,0
"IDT.3.5_2021",4194.44,196.533,0,0,0,0,387.158,0,0,0,220.184,0,0,0,0,0,2137.651,0,2157.467,0,0,0,0,0,590.183,400.721,763.551,0,0,0,141.379,0,0,0,1117.307,3923.778,430.425,575.916,0,6984.852,0,304.532,0,174.704,136.153,0,54.167,70.854,146.674,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.3.9_2012",412.929,4416.856,0,0,731.449,366.98,201.721,0,1403.379,0,0,163.452,0,0,784.856,0,0,795.911,367.01,0,2208.415,0,0,9313.589,419.393,0,0,597.481,444.726,872.042,0,0,171.406,200.228,0,155.577,299.919,108.57,1752.175,420.035,0,0,3237.421,215.989,181.3,0,0,0,71.744,269.873,0,145.757,175.341,0,0,81.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDT.3.9_2021",18655.679,198.85,0,0,0,0,3346.747,0,0,296.632,441.113,170.674,146.536,0,0,0,1872.735,1256.433,4804.414,190.467,0,0,0,816.392,1230.338,886.324,3145.84,142.354,0,374.046,176.213,109.295,0,0,883.988,3668.189,77.606,1124.056,0,9406.436,0,0,0,1366.949,200.048,77.759,122.45,458.434,92.737,352.511,0,0,170.252,0,88.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDV.2.7_2012",585.076,0,0,0,0,0,0,0,495.41,0,318.943,1779.763,906.501,0,976.628,0,0,0,0,0,2832.21,0,0,917.635,422.198,0,683.86,0,0,0,0,0,0,0,0,0,120.193,5183.623,0,0,153.359,0,456.237,193.915,0,0,0,146.484,0,0,63.398,0,0,0,0,84.49,0,0,0,55.58,0,0,0,249.899,0,74.765,129.59,116.195,0,0,0,0,0
"IDV.2.8_2012",648.159,0,0,0,0,0,0,0,743.479,161.043,1220.048,3580.702,1389.177,0,1675.982,0,0,0,0,0,4618.545,0,0,757.936,378.642,0,510.272,0,0,0,0,0,0,0,0,0,109.635,11492.551,0,0,156.37,0,297.993,198.787,146.109,0,0,0,0,74.355,0,0,0,0,0,80.55,0,0,0,60.295,0,59.477,0,338.997,0,213.387,336.278,79.126,0,0,0,0,0
"IDV.3.4_2012",638.075,627.575,0,0,0,0,0,0,743.879,171.092,1421.804,3735.31,0,0,2334.015,0,251.027,0,231.247,0,10543.548,0,0,134.685,1085.729,0,142.244,0,0,94.116,0,0,0,0,0,0,277.599,14957.374,0,0,276.412,0,386.927,493.16,287.101,0,0,128.671,103.376,144.073,51.456,0,64.032,0,0,277.317,0,0,0,0,0,0,0,592.817,0,587.184,237.461,0,0,0,0,0,0
"IDV.3.5_2012",0,0,517.458,0,0,0,0,0,0,0,485.71,2694.068,0,0,310.677,0,184.148,0,0,0,9651.707,0,0,0,207.505,0,164.4,0,0,0,0,0,0,0,0,0,0,9812.88,0,0,273.881,0,423.339,249.469,340.841,0,0,0,0,0,432.307,0,0,0,0,261.076,0,0,0,0,0,151.004,0,383.645,0,384.461,376.345,0,0,0,0,222.826,0
"IDV.3.7_2012",0,0,0,0,0,0,0,0,0,0,429.638,2679.742,0,0,381.655,0,183.775,0,181.174,0,6455.189,0,0,0,288.782,0,0,0,0,0,0,0,0,0,0,0,0,11196.276,0,0,118.323,0,543.601,444.064,217.633,0,0,0,0,0,0,0,0,0,0,84.009,0,0,0,0,0,260.752,0,940.702,0,624.195,475.535,0,0,0,0,0,0
